colour	key	group	showSelectedlegendcolour
#F8766D	Guam	4945	East Asia & Pacific (all income levels)
#F8766D	Hong Kong SAR, China	4946	East Asia & Pacific (all income levels)
#F8766D	Indonesia	4947	East Asia & Pacific (all income levels)
#F8766D	Japan	4948	East Asia & Pacific (all income levels)
#F8766D	Kiribati	4949	East Asia & Pacific (all income levels)
#F8766D	Kiribati	4950	East Asia & Pacific (all income levels)
#F8766D	Korea, Dem. Rep.	4951	East Asia & Pacific (all income levels)
#F8766D	Korea, Rep.	4952	East Asia & Pacific (all income levels)
#F8766D	Lao PDR	4953	East Asia & Pacific (all income levels)
#F8766D	Macao SAR, China	4954	East Asia & Pacific (all income levels)
#F8766D	Malaysia	4955	East Asia & Pacific (all income levels)
#F8766D	Marshall Islands	4956	East Asia & Pacific (all income levels)
#F8766D	Micronesia, Fed. Sts.	4957	East Asia & Pacific (all income levels)
#F8766D	Mongolia	4958	East Asia & Pacific (all income levels)
#F8766D	Myanmar	4959	East Asia & Pacific (all income levels)
#F8766D	New Caledonia	4960	East Asia & Pacific (all income levels)
#F8766D	New Zealand	4961	East Asia & Pacific (all income levels)
#F8766D	Northern Mariana Islands	4962	East Asia & Pacific (all income levels)
#F8766D	Palau	4963	East Asia & Pacific (all income levels)
#F8766D	Papua New Guinea	4964	East Asia & Pacific (all income levels)
#F8766D	Philippines	4965	East Asia & Pacific (all income levels)
#F8766D	Samoa	4966	East Asia & Pacific (all income levels)
#F8766D	Singapore	4967	East Asia & Pacific (all income levels)
#F8766D	Solomon Islands	4968	East Asia & Pacific (all income levels)
#F8766D	Thailand	4969	East Asia & Pacific (all income levels)
#F8766D	Timor-Leste	4970	East Asia & Pacific (all income levels)
#F8766D	Tonga	4971	East Asia & Pacific (all income levels)
#F8766D	Tuvalu	4972	East Asia & Pacific (all income levels)
#F8766D	Vanuatu	4973	East Asia & Pacific (all income levels)
#F8766D	Vietnam	4974	East Asia & Pacific (all income levels)
#C49A00	Albania	4975	Europe & Central Asia (all income levels)
#C49A00	Andorra	4976	Europe & Central Asia (all income levels)
#C49A00	Armenia	4977	Europe & Central Asia (all income levels)
#C49A00	Austria	4978	Europe & Central Asia (all income levels)
#C49A00	Azerbaijan	4979	Europe & Central Asia (all income levels)
#C49A00	Belarus	4980	Europe & Central Asia (all income levels)
#C49A00	Belgium	4981	Europe & Central Asia (all income levels)
#C49A00	Bosnia and Herzegovina	4982	Europe & Central Asia (all income levels)
#C49A00	Bulgaria	4983	Europe & Central Asia (all income levels)
#C49A00	Channel Islands	4984	Europe & Central Asia (all income levels)
#C49A00	Croatia	4985	Europe & Central Asia (all income levels)
#C49A00	Cyprus	4986	Europe & Central Asia (all income levels)
#C49A00	Czech Republic	4987	Europe & Central Asia (all income levels)
#C49A00	Denmark	4988	Europe & Central Asia (all income levels)
#C49A00	Estonia	4989	Europe & Central Asia (all income levels)
#C49A00	Faeroe Islands	4990	Europe & Central Asia (all income levels)
#C49A00	Finland	4991	Europe & Central Asia (all income levels)
#C49A00	France	4992	Europe & Central Asia (all income levels)
#C49A00	Georgia	4993	Europe & Central Asia (all income levels)
#C49A00	Germany	4994	Europe & Central Asia (all income levels)
#C49A00	Greece	4995	Europe & Central Asia (all income levels)
#C49A00	Greenland	4996	Europe & Central Asia (all income levels)
#C49A00	Hungary	4997	Europe & Central Asia (all income levels)
#C49A00	Iceland	4998	Europe & Central Asia (all income levels)
#C49A00	Ireland	4999	Europe & Central Asia (all income levels)
#C49A00	Isle of Man	5000	Europe & Central Asia (all income levels)
#C49A00	Italy	5001	Europe & Central Asia (all income levels)
#C49A00	Kazakhstan	5002	Europe & Central Asia (all income levels)
#C49A00	Kosovo	5003	Europe & Central Asia (all income levels)
#C49A00	Kyrgyz Republic	5004	Europe & Central Asia (all income levels)
#C49A00	Latvia	5005	Europe & Central Asia (all income levels)
#C49A00	Liechtenstein	5006	Europe & Central Asia (all income levels)
#C49A00	Lithuania	5007	Europe & Central Asia (all income levels)
#C49A00	Luxembourg	5008	Europe & Central Asia (all income levels)
#C49A00	Macedonia, FYR	5009	Europe & Central Asia (all income levels)
#C49A00	Moldova	5010	Europe & Central Asia (all income levels)
#C49A00	Monaco	5011	Europe & Central Asia (all income levels)
#C49A00	Montenegro	5012	Europe & Central Asia (all income levels)
#C49A00	Netherlands	5013	Europe & Central Asia (all income levels)
#C49A00	Norway	5014	Europe & Central Asia (all income levels)
#C49A00	Poland	5015	Europe & Central Asia (all income levels)
#C49A00	Portugal	5016	Europe & Central Asia (all income levels)
#C49A00	Romania	5017	Europe & Central Asia (all income levels)
#C49A00	Russian Federation	5018	Europe & Central Asia (all income levels)
#C49A00	San Marino	5019	Europe & Central Asia (all income levels)
#C49A00	Serbia	5020	Europe & Central Asia (all income levels)
#C49A00	Slovak Republic	5021	Europe & Central Asia (all income levels)
#C49A00	Slovenia	5022	Europe & Central Asia (all income levels)
#C49A00	Spain	5023	Europe & Central Asia (all income levels)
#C49A00	Sweden	5024	Europe & Central Asia (all income levels)
#C49A00	Switzerland	5025	Europe & Central Asia (all income levels)
#C49A00	Tajikistan	5026	Europe & Central Asia (all income levels)
#C49A00	Turkey	5027	Europe & Central Asia (all income levels)
#C49A00	Turkmenistan	5028	Europe & Central Asia (all income levels)
#C49A00	Ukraine	5029	Europe & Central Asia (all income levels)
#C49A00	United Kingdom	5030	Europe & Central Asia (all income levels)
#C49A00	Uzbekistan	5031	Europe & Central Asia (all income levels)
#53B400	Antigua and Barbuda	5032	Latin America & Caribbean (all income levels)
#53B400	Antigua and Barbuda	5033	Latin America & Caribbean (all income levels)
#53B400	Argentina	5034	Latin America & Caribbean (all income levels)
#53B400	Aruba	5035	Latin America & Caribbean (all income levels)
#53B400	Bahamas, The	5036	Latin America & Caribbean (all income levels)
#53B400	Barbados	5037	Latin America & Caribbean (all income levels)
#53B400	Belize	5038	Latin America & Caribbean (all income levels)
#53B400	Bolivia	5039	Latin America & Caribbean (all income levels)
#53B400	Brazil	5040	Latin America & Caribbean (all income levels)
#53B400	Cayman Islands	5041	Latin America & Caribbean (all income levels)
#53B400	Chile	5042	Latin America & Caribbean (all income levels)
#53B400	Colombia	5043	Latin America & Caribbean (all income levels)
#53B400	Costa Rica	5044	Latin America & Caribbean (all income levels)
#53B400	Cuba	5045	Latin America & Caribbean (all income levels)
#53B400	Curacao	5046	Latin America & Caribbean (all income levels)
#53B400	Dominica	5047	Latin America & Caribbean (all income levels)
#53B400	Dominica	5048	Latin America & Caribbean (all income levels)
#53B400	Dominican Republic	5049	Latin America & Caribbean (all income levels)
#53B400	Ecuador	5050	Latin America & Caribbean (all income levels)
#53B400	El Salvador	5051	Latin America & Caribbean (all income levels)
#53B400	Grenada	5052	Latin America & Caribbean (all income levels)
#53B400	Guatemala	5053	Latin America & Caribbean (all income levels)
#53B400	Guyana	5054	Latin America & Caribbean (all income levels)
#53B400	Haiti	5055	Latin America & Caribbean (all income levels)
#53B400	Honduras	5056	Latin America & Caribbean (all income levels)
#53B400	Jamaica	5057	Latin America & Caribbean (all income levels)
#53B400	Mexico	5058	Latin America & Caribbean (all income levels)
#53B400	Nicaragua	5059	Latin America & Caribbean (all income levels)
#53B400	Panama	5060	Latin America & Caribbean (all income levels)
#53B400	Paraguay	5061	Latin America & Caribbean (all income levels)
#53B400	Peru	5062	Latin America & Caribbean (all income levels)
#53B400	Puerto Rico	5063	Latin America & Caribbean (all income levels)
#53B400	Sint Maarten (Dutch part)	5064	Latin America & Caribbean (all income levels)
#53B400	St. Kitts and Nevis	5065	Latin America & Caribbean (all income levels)
#53B400	St. Kitts and Nevis	5066	Latin America & Caribbean (all income levels)
#53B400	St. Lucia	5067	Latin America & Caribbean (all income levels)
#53B400	St. Martin (French part)	5068	Latin America & Caribbean (all income levels)
#53B400	St. Vincent and the Grenadines	5069	Latin America & Caribbean (all income levels)
#53B400	Suriname	5070	Latin America & Caribbean (all income levels)
#53B400	Trinidad and Tobago	5071	Latin America & Caribbean (all income levels)
#53B400	Turks and Caicos Islands	5072	Latin America & Caribbean (all income levels)
#53B400	Uruguay	5073	Latin America & Caribbean (all income levels)
#53B400	Venezuela, RB	5074	Latin America & Caribbean (all income levels)
#53B400	Virgin Islands (U.S.)	5075	Latin America & Caribbean (all income levels)
#00C094	Algeria	5076	Middle East & North Africa (all income levels)
#00C094	Bahrain	5077	Middle East & North Africa (all income levels)
#00C094	Djibouti	5078	Middle East & North Africa (all income levels)
#00C094	Egypt, Arab Rep.	5079	Middle East & North Africa (all income levels)
#00C094	Iran, Islamic Rep.	5080	Middle East & North Africa (all income levels)
#00C094	Iraq	5081	Middle East & North Africa (all income levels)
#00C094	Israel	5082	Middle East & North Africa (all income levels)
#00C094	Jordan	5083	Middle East & North Africa (all income levels)
#00C094	Kuwait	5084	Middle East & North Africa (all income levels)
#00C094	Lebanon	5085	Middle East & North Africa (all income levels)
#00C094	Libya	5086	Middle East & North Africa (all income levels)
#00C094	Malta	5087	Middle East & North Africa (all income levels)
#00C094	Morocco	5088	Middle East & North Africa (all income levels)
#00C094	Oman	5089	Middle East & North Africa (all income levels)
#00C094	Qatar	5090	Middle East & North Africa (all income levels)
#00C094	Saudi Arabia	5091	Middle East & North Africa (all income levels)
#00C094	Syrian Arab Republic	5092	Middle East & North Africa (all income levels)
#00C094	Tunisia	5093	Middle East & North Africa (all income levels)
#00C094	United Arab Emirates	5094	Middle East & North Africa (all income levels)
#00C094	West Bank and Gaza	5095	Middle East & North Africa (all income levels)
#00C094	Yemen, Rep.	5096	Middle East & North Africa (all income levels)
#00B6EB	Bermuda	5097	North America
#00B6EB	Canada	5098	North America
#00B6EB	United States	5099	North America
#A58AFF	Afghanistan	5100	South Asia
#A58AFF	Bangladesh	5101	South Asia
#A58AFF	Bhutan	5102	South Asia
#A58AFF	India	5103	South Asia
#A58AFF	Maldives	5104	South Asia
#A58AFF	Nepal	5105	South Asia
#A58AFF	Pakistan	5106	South Asia
#A58AFF	Sri Lanka	5107	South Asia
#FB61D7	Angola	5108	Sub-Saharan Africa (all income levels)
#FB61D7	Benin	5109	Sub-Saharan Africa (all income levels)
#FB61D7	Botswana	5110	Sub-Saharan Africa (all income levels)
#FB61D7	Burkina Faso	5111	Sub-Saharan Africa (all income levels)
#FB61D7	Burundi	5112	Sub-Saharan Africa (all income levels)
#FB61D7	Cameroon	5113	Sub-Saharan Africa (all income levels)
#FB61D7	Cape Verde	5114	Sub-Saharan Africa (all income levels)
#FB61D7	Central African Republic	5115	Sub-Saharan Africa (all income levels)
#FB61D7	Chad	5116	Sub-Saharan Africa (all income levels)
#FB61D7	Comoros	5117	Sub-Saharan Africa (all income levels)
#FB61D7	Congo, Dem. Rep.	5118	Sub-Saharan Africa (all income levels)
#FB61D7	Congo, Rep.	5119	Sub-Saharan Africa (all income levels)
#FB61D7	Cote d'Ivoire	5120	Sub-Saharan Africa (all income levels)
#FB61D7	Equatorial Guinea	5121	Sub-Saharan Africa (all income levels)
#FB61D7	Eritrea	5122	Sub-Saharan Africa (all income levels)
#FB61D7	Ethiopia	5123	Sub-Saharan Africa (all income levels)
#FB61D7	Gabon	5124	Sub-Saharan Africa (all income levels)
#FB61D7	Gambia, The	5125	Sub-Saharan Africa (all income levels)
#FB61D7	Ghana	5126	Sub-Saharan Africa (all income levels)
#FB61D7	Guinea	5127	Sub-Saharan Africa (all income levels)
#FB61D7	Guinea-Bissau	5128	Sub-Saharan Africa (all income levels)
#FB61D7	Kenya	5129	Sub-Saharan Africa (all income levels)
#FB61D7	Lesotho	5130	Sub-Saharan Africa (all income levels)
#FB61D7	Liberia	5131	Sub-Saharan Africa (all income levels)
#FB61D7	Madagascar	5132	Sub-Saharan Africa (all income levels)
#FB61D7	Malawi	5133	Sub-Saharan Africa (all income levels)
#FB61D7	Mali	5134	Sub-Saharan Africa (all income levels)
#FB61D7	Mauritania	5135	Sub-Saharan Africa (all income levels)
#FB61D7	Mauritius	5136	Sub-Saharan Africa (all income levels)
#FB61D7	Mozambique	5137	Sub-Saharan Africa (all income levels)
#FB61D7	Namibia	5138	Sub-Saharan Africa (all income levels)
#FB61D7	Niger	5139	Sub-Saharan Africa (all income levels)
#FB61D7	Nigeria	5140	Sub-Saharan Africa (all income levels)
#FB61D7	Rwanda	5141	Sub-Saharan Africa (all income levels)
#FB61D7	Sao Tome and Principe	5142	Sub-Saharan Africa (all income levels)
#FB61D7	Senegal	5143	Sub-Saharan Africa (all income levels)
#FB61D7	Seychelles	5144	Sub-Saharan Africa (all income levels)
#FB61D7	Seychelles	5145	Sub-Saharan Africa (all income levels)
#FB61D7	Sierra Leone	5146	Sub-Saharan Africa (all income levels)
#FB61D7	Somalia	5147	Sub-Saharan Africa (all income levels)
#FB61D7	South Africa	5148	Sub-Saharan Africa (all income levels)
#FB61D7	South Sudan	5149	Sub-Saharan Africa (all income levels)
#FB61D7	Sudan	5150	Sub-Saharan Africa (all income levels)
#FB61D7	Swaziland	5151	Sub-Saharan Africa (all income levels)
#FB61D7	Tanzania	5152	Sub-Saharan Africa (all income levels)
#FB61D7	Togo	5153	Sub-Saharan Africa (all income levels)
#FB61D7	Uganda	5154	Sub-Saharan Africa (all income levels)
#FB61D7	Zambia	5155	Sub-Saharan Africa (all income levels)
#FB61D7	Zimbabwe	5156	Sub-Saharan Africa (all income levels)
#F8766D	American Samoa	5157	East Asia & Pacific (all income levels)
#F8766D	Australia	5158	East Asia & Pacific (all income levels)
#F8766D	Brunei Darussalam	5159	East Asia & Pacific (all income levels)
#F8766D	Cambodia	5160	East Asia & Pacific (all income levels)
#F8766D	China	5161	East Asia & Pacific (all income levels)
#F8766D	Fiji	5162	East Asia & Pacific (all income levels)
#F8766D	French Polynesia	5163	East Asia & Pacific (all income levels)
#F8766D	Guam	5164	East Asia & Pacific (all income levels)
#F8766D	Hong Kong SAR, China	5165	East Asia & Pacific (all income levels)
#F8766D	Indonesia	5166	East Asia & Pacific (all income levels)
#F8766D	Japan	5167	East Asia & Pacific (all income levels)
#F8766D	Kiribati	5168	East Asia & Pacific (all income levels)
#F8766D	Kiribati	5169	East Asia & Pacific (all income levels)
#F8766D	Korea, Dem. Rep.	5170	East Asia & Pacific (all income levels)
#F8766D	Korea, Rep.	5171	East Asia & Pacific (all income levels)
#F8766D	Lao PDR	5172	East Asia & Pacific (all income levels)
#F8766D	Macao SAR, China	5173	East Asia & Pacific (all income levels)
#F8766D	Malaysia	5174	East Asia & Pacific (all income levels)
#F8766D	Marshall Islands	5175	East Asia & Pacific (all income levels)
#F8766D	Micronesia, Fed. Sts.	5176	East Asia & Pacific (all income levels)
#F8766D	Mongolia	5177	East Asia & Pacific (all income levels)
#F8766D	Myanmar	5178	East Asia & Pacific (all income levels)
#F8766D	New Caledonia	5179	East Asia & Pacific (all income levels)
#F8766D	New Zealand	5180	East Asia & Pacific (all income levels)
#F8766D	Northern Mariana Islands	5181	East Asia & Pacific (all income levels)
#F8766D	Palau	5182	East Asia & Pacific (all income levels)
#F8766D	Papua New Guinea	5183	East Asia & Pacific (all income levels)
#F8766D	Philippines	5184	East Asia & Pacific (all income levels)
#F8766D	Samoa	5185	East Asia & Pacific (all income levels)
#F8766D	Singapore	5186	East Asia & Pacific (all income levels)
#F8766D	Solomon Islands	5187	East Asia & Pacific (all income levels)
#F8766D	Thailand	5188	East Asia & Pacific (all income levels)
#F8766D	Timor-Leste	5189	East Asia & Pacific (all income levels)
#F8766D	Tonga	5190	East Asia & Pacific (all income levels)
#F8766D	Tuvalu	5191	East Asia & Pacific (all income levels)
#F8766D	Vanuatu	5192	East Asia & Pacific (all income levels)
#F8766D	Vietnam	5193	East Asia & Pacific (all income levels)
#C49A00	Albania	5194	Europe & Central Asia (all income levels)
#C49A00	Andorra	5195	Europe & Central Asia (all income levels)
#C49A00	Armenia	5196	Europe & Central Asia (all income levels)
#C49A00	Austria	5197	Europe & Central Asia (all income levels)
#C49A00	Azerbaijan	5198	Europe & Central Asia (all income levels)
#C49A00	Belarus	5199	Europe & Central Asia (all income levels)
#C49A00	Belgium	5200	Europe & Central Asia (all income levels)
#C49A00	Bosnia and Herzegovina	5201	Europe & Central Asia (all income levels)
#C49A00	Bulgaria	5202	Europe & Central Asia (all income levels)
#C49A00	Channel Islands	5203	Europe & Central Asia (all income levels)
#C49A00	Croatia	5204	Europe & Central Asia (all income levels)
#C49A00	Cyprus	5205	Europe & Central Asia (all income levels)
#C49A00	Czech Republic	5206	Europe & Central Asia (all income levels)
#C49A00	Denmark	5207	Europe & Central Asia (all income levels)
#C49A00	Estonia	5208	Europe & Central Asia (all income levels)
#C49A00	Faeroe Islands	5209	Europe & Central Asia (all income levels)
#C49A00	Finland	5210	Europe & Central Asia (all income levels)
#C49A00	France	5211	Europe & Central Asia (all income levels)
#C49A00	Georgia	5212	Europe & Central Asia (all income levels)
#C49A00	Germany	5213	Europe & Central Asia (all income levels)
#C49A00	Greece	5214	Europe & Central Asia (all income levels)
#C49A00	Greenland	5215	Europe & Central Asia (all income levels)
#C49A00	Hungary	5216	Europe & Central Asia (all income levels)
#C49A00	Iceland	5217	Europe & Central Asia (all income levels)
#C49A00	Ireland	5218	Europe & Central Asia (all income levels)
#C49A00	Isle of Man	5219	Europe & Central Asia (all income levels)
#C49A00	Italy	5220	Europe & Central Asia (all income levels)
#C49A00	Kazakhstan	5221	Europe & Central Asia (all income levels)
#C49A00	Kosovo	5222	Europe & Central Asia (all income levels)
#C49A00	Kyrgyz Republic	5223	Europe & Central Asia (all income levels)
#C49A00	Latvia	5224	Europe & Central Asia (all income levels)
#C49A00	Liechtenstein	5225	Europe & Central Asia (all income levels)
#C49A00	Lithuania	5226	Europe & Central Asia (all income levels)
#C49A00	Luxembourg	5227	Europe & Central Asia (all income levels)
#C49A00	Macedonia, FYR	5228	Europe & Central Asia (all income levels)
#C49A00	Moldova	5229	Europe & Central Asia (all income levels)
#C49A00	Monaco	5230	Europe & Central Asia (all income levels)
#C49A00	Montenegro	5231	Europe & Central Asia (all income levels)
#C49A00	Netherlands	5232	Europe & Central Asia (all income levels)
#C49A00	Norway	5233	Europe & Central Asia (all income levels)
#C49A00	Poland	5234	Europe & Central Asia (all income levels)
#C49A00	Portugal	5235	Europe & Central Asia (all income levels)
#C49A00	Romania	5236	Europe & Central Asia (all income levels)
#C49A00	Russian Federation	5237	Europe & Central Asia (all income levels)
#C49A00	San Marino	5238	Europe & Central Asia (all income levels)
#C49A00	Serbia	5239	Europe & Central Asia (all income levels)
#C49A00	Slovak Republic	5240	Europe & Central Asia (all income levels)
#C49A00	Slovenia	5241	Europe & Central Asia (all income levels)
#C49A00	Spain	5242	Europe & Central Asia (all income levels)
#C49A00	Sweden	5243	Europe & Central Asia (all income levels)
#C49A00	Switzerland	5244	Europe & Central Asia (all income levels)
#C49A00	Tajikistan	5245	Europe & Central Asia (all income levels)
#C49A00	Turkey	5246	Europe & Central Asia (all income levels)
#C49A00	Turkmenistan	5247	Europe & Central Asia (all income levels)
#C49A00	Ukraine	5248	Europe & Central Asia (all income levels)
#C49A00	United Kingdom	5249	Europe & Central Asia (all income levels)
#C49A00	Uzbekistan	5250	Europe & Central Asia (all income levels)
#53B400	Antigua and Barbuda	5251	Latin America & Caribbean (all income levels)
#53B400	Antigua and Barbuda	5252	Latin America & Caribbean (all income levels)
#53B400	Argentina	5253	Latin America & Caribbean (all income levels)
#53B400	Aruba	5254	Latin America & Caribbean (all income levels)
#53B400	Bahamas, The	5255	Latin America & Caribbean (all income levels)
#53B400	Barbados	5256	Latin America & Caribbean (all income levels)
#53B400	Belize	5257	Latin America & Caribbean (all income levels)
#53B400	Bolivia	5258	Latin America & Caribbean (all income levels)
#53B400	Brazil	5259	Latin America & Caribbean (all income levels)
#53B400	Cayman Islands	5260	Latin America & Caribbean (all income levels)
#53B400	Chile	5261	Latin America & Caribbean (all income levels)
#53B400	Colombia	5262	Latin America & Caribbean (all income levels)
#53B400	Costa Rica	5263	Latin America & Caribbean (all income levels)
#53B400	Cuba	5264	Latin America & Caribbean (all income levels)
#53B400	Curacao	5265	Latin America & Caribbean (all income levels)
#53B400	Dominica	5266	Latin America & Caribbean (all income levels)
#53B400	Dominica	5267	Latin America & Caribbean (all income levels)
#53B400	Dominican Republic	5268	Latin America & Caribbean (all income levels)
#53B400	Ecuador	5269	Latin America & Caribbean (all income levels)
#53B400	El Salvador	5270	Latin America & Caribbean (all income levels)
#53B400	Grenada	5271	Latin America & Caribbean (all income levels)
#53B400	Guatemala	5272	Latin America & Caribbean (all income levels)
#53B400	Guyana	5273	Latin America & Caribbean (all income levels)
#53B400	Haiti	5274	Latin America & Caribbean (all income levels)
#53B400	Honduras	5275	Latin America & Caribbean (all income levels)
#53B400	Jamaica	5276	Latin America & Caribbean (all income levels)
#53B400	Mexico	5277	Latin America & Caribbean (all income levels)
#53B400	Nicaragua	5278	Latin America & Caribbean (all income levels)
#53B400	Panama	5279	Latin America & Caribbean (all income levels)
#53B400	Paraguay	5280	Latin America & Caribbean (all income levels)
#53B400	Peru	5281	Latin America & Caribbean (all income levels)
#53B400	Puerto Rico	5282	Latin America & Caribbean (all income levels)
#53B400	Sint Maarten (Dutch part)	5283	Latin America & Caribbean (all income levels)
#53B400	St. Kitts and Nevis	5284	Latin America & Caribbean (all income levels)
#53B400	St. Kitts and Nevis	5285	Latin America & Caribbean (all income levels)
#53B400	St. Lucia	5286	Latin America & Caribbean (all income levels)
#53B400	St. Martin (French part)	5287	Latin America & Caribbean (all income levels)
#53B400	St. Vincent and the Grenadines	5288	Latin America & Caribbean (all income levels)
#53B400	Suriname	5289	Latin America & Caribbean (all income levels)
#53B400	Trinidad and Tobago	5290	Latin America & Caribbean (all income levels)
#53B400	Turks and Caicos Islands	5291	Latin America & Caribbean (all income levels)
#53B400	Uruguay	5292	Latin America & Caribbean (all income levels)
#53B400	Venezuela, RB	5293	Latin America & Caribbean (all income levels)
#53B400	Virgin Islands (U.S.)	5294	Latin America & Caribbean (all income levels)
#00C094	Algeria	5295	Middle East & North Africa (all income levels)
#00C094	Bahrain	5296	Middle East & North Africa (all income levels)
#00C094	Djibouti	5297	Middle East & North Africa (all income levels)
#00C094	Egypt, Arab Rep.	5298	Middle East & North Africa (all income levels)
#00C094	Iran, Islamic Rep.	5299	Middle East & North Africa (all income levels)
#00C094	Iraq	5300	Middle East & North Africa (all income levels)
#00C094	Israel	5301	Middle East & North Africa (all income levels)
#00C094	Jordan	5302	Middle East & North Africa (all income levels)
#00C094	Kuwait	5303	Middle East & North Africa (all income levels)
#00C094	Lebanon	5304	Middle East & North Africa (all income levels)
#00C094	Libya	5305	Middle East & North Africa (all income levels)
#00C094	Malta	5306	Middle East & North Africa (all income levels)
#00C094	Morocco	5307	Middle East & North Africa (all income levels)
#00C094	Oman	5308	Middle East & North Africa (all income levels)
#00C094	Qatar	5309	Middle East & North Africa (all income levels)
#00C094	Saudi Arabia	5310	Middle East & North Africa (all income levels)
#00C094	Syrian Arab Republic	5311	Middle East & North Africa (all income levels)
#00C094	Tunisia	5312	Middle East & North Africa (all income levels)
#00C094	United Arab Emirates	5313	Middle East & North Africa (all income levels)
#00C094	West Bank and Gaza	5314	Middle East & North Africa (all income levels)
#00C094	Yemen, Rep.	5315	Middle East & North Africa (all income levels)
#00B6EB	Bermuda	5316	North America
#00B6EB	Canada	5317	North America
#00B6EB	United States	5318	North America
#A58AFF	Afghanistan	5319	South Asia
#A58AFF	Bangladesh	5320	South Asia
#A58AFF	Bhutan	5321	South Asia
#A58AFF	India	5322	South Asia
#A58AFF	Maldives	5323	South Asia
#A58AFF	Nepal	5324	South Asia
#A58AFF	Pakistan	5325	South Asia
#A58AFF	Sri Lanka	5326	South Asia
#FB61D7	Angola	5327	Sub-Saharan Africa (all income levels)
#FB61D7	Benin	5328	Sub-Saharan Africa (all income levels)
#FB61D7	Botswana	5329	Sub-Saharan Africa (all income levels)
#FB61D7	Burkina Faso	5330	Sub-Saharan Africa (all income levels)
#FB61D7	Burundi	5331	Sub-Saharan Africa (all income levels)
#FB61D7	Cameroon	5332	Sub-Saharan Africa (all income levels)
#FB61D7	Cape Verde	5333	Sub-Saharan Africa (all income levels)
#FB61D7	Central African Republic	5334	Sub-Saharan Africa (all income levels)
#FB61D7	Chad	5335	Sub-Saharan Africa (all income levels)
#FB61D7	Comoros	5336	Sub-Saharan Africa (all income levels)
#FB61D7	Congo, Dem. Rep.	5337	Sub-Saharan Africa (all income levels)
#FB61D7	Congo, Rep.	5338	Sub-Saharan Africa (all income levels)
#FB61D7	Cote d'Ivoire	5339	Sub-Saharan Africa (all income levels)
#FB61D7	Equatorial Guinea	5340	Sub-Saharan Africa (all income levels)
#FB61D7	Eritrea	5341	Sub-Saharan Africa (all income levels)
#FB61D7	Ethiopia	5342	Sub-Saharan Africa (all income levels)
#FB61D7	Gabon	5343	Sub-Saharan Africa (all income levels)
#FB61D7	Gambia, The	5344	Sub-Saharan Africa (all income levels)
#FB61D7	Ghana	5345	Sub-Saharan Africa (all income levels)
#FB61D7	Guinea	5346	Sub-Saharan Africa (all income levels)
#FB61D7	Guinea-Bissau	5347	Sub-Saharan Africa (all income levels)
#FB61D7	Kenya	5348	Sub-Saharan Africa (all income levels)
#FB61D7	Lesotho	5349	Sub-Saharan Africa (all income levels)
#FB61D7	Liberia	5350	Sub-Saharan Africa (all income levels)
#FB61D7	Madagascar	5351	Sub-Saharan Africa (all income levels)
#FB61D7	Malawi	5352	Sub-Saharan Africa (all income levels)
#FB61D7	Mali	5353	Sub-Saharan Africa (all income levels)
#FB61D7	Mauritania	5354	Sub-Saharan Africa (all income levels)
#FB61D7	Mauritius	5355	Sub-Saharan Africa (all income levels)
#FB61D7	Mozambique	5356	Sub-Saharan Africa (all income levels)
#FB61D7	Namibia	5357	Sub-Saharan Africa (all income levels)
#FB61D7	Niger	5358	Sub-Saharan Africa (all income levels)
#FB61D7	Nigeria	5359	Sub-Saharan Africa (all income levels)
#FB61D7	Rwanda	5360	Sub-Saharan Africa (all income levels)
#FB61D7	Sao Tome and Principe	5361	Sub-Saharan Africa (all income levels)
#FB61D7	Senegal	5362	Sub-Saharan Africa (all income levels)
#FB61D7	Seychelles	5363	Sub-Saharan Africa (all income levels)
#FB61D7	Seychelles	5364	Sub-Saharan Africa (all income levels)
#FB61D7	Sierra Leone	5365	Sub-Saharan Africa (all income levels)
#FB61D7	Somalia	5366	Sub-Saharan Africa (all income levels)
#FB61D7	South Africa	5367	Sub-Saharan Africa (all income levels)
#FB61D7	South Sudan	5368	Sub-Saharan Africa (all income levels)
#FB61D7	Sudan	5369	Sub-Saharan Africa (all income levels)
#FB61D7	Swaziland	5370	Sub-Saharan Africa (all income levels)
#FB61D7	Tanzania	5371	Sub-Saharan Africa (all income levels)
#FB61D7	Togo	5372	Sub-Saharan Africa (all income levels)
#FB61D7	Uganda	5373	Sub-Saharan Africa (all income levels)
#FB61D7	Zambia	5374	Sub-Saharan Africa (all income levels)
#FB61D7	Zimbabwe	5375	Sub-Saharan Africa (all income levels)
#F8766D	American Samoa	5376	East Asia & Pacific (all income levels)
#F8766D	Australia	5377	East Asia & Pacific (all income levels)
#F8766D	Brunei Darussalam	5378	East Asia & Pacific (all income levels)
#F8766D	Cambodia	5379	East Asia & Pacific (all income levels)
#F8766D	China	5380	East Asia & Pacific (all income levels)
#F8766D	Fiji	5381	East Asia & Pacific (all income levels)
#F8766D	French Polynesia	5382	East Asia & Pacific (all income levels)
#F8766D	Guam	5383	East Asia & Pacific (all income levels)
#F8766D	Hong Kong SAR, China	5384	East Asia & Pacific (all income levels)
#F8766D	Indonesia	5385	East Asia & Pacific (all income levels)
#F8766D	Japan	5386	East Asia & Pacific (all income levels)
#F8766D	Kiribati	5387	East Asia & Pacific (all income levels)
