colour	key	group	showSelectedlegendcolour
#FB61D7	Gambia, The	1047	Sub-Saharan Africa (all income levels)
#FB61D7	Ghana	1048	Sub-Saharan Africa (all income levels)
#FB61D7	Guinea	1049	Sub-Saharan Africa (all income levels)
#FB61D7	Guinea-Bissau	1050	Sub-Saharan Africa (all income levels)
#FB61D7	Kenya	1051	Sub-Saharan Africa (all income levels)
#FB61D7	Lesotho	1052	Sub-Saharan Africa (all income levels)
#FB61D7	Liberia	1053	Sub-Saharan Africa (all income levels)
#FB61D7	Madagascar	1054	Sub-Saharan Africa (all income levels)
#FB61D7	Malawi	1055	Sub-Saharan Africa (all income levels)
#FB61D7	Mali	1056	Sub-Saharan Africa (all income levels)
#FB61D7	Mauritania	1057	Sub-Saharan Africa (all income levels)
#FB61D7	Mauritius	1058	Sub-Saharan Africa (all income levels)
#FB61D7	Mozambique	1059	Sub-Saharan Africa (all income levels)
#FB61D7	Namibia	1060	Sub-Saharan Africa (all income levels)
#FB61D7	Niger	1061	Sub-Saharan Africa (all income levels)
#FB61D7	Nigeria	1062	Sub-Saharan Africa (all income levels)
#FB61D7	Rwanda	1063	Sub-Saharan Africa (all income levels)
#FB61D7	Sao Tome and Principe	1064	Sub-Saharan Africa (all income levels)
#FB61D7	Senegal	1065	Sub-Saharan Africa (all income levels)
#FB61D7	Seychelles	1066	Sub-Saharan Africa (all income levels)
#FB61D7	Sierra Leone	1067	Sub-Saharan Africa (all income levels)
#FB61D7	Somalia	1068	Sub-Saharan Africa (all income levels)
#FB61D7	South Africa	1069	Sub-Saharan Africa (all income levels)
#FB61D7	South Sudan	1070	Sub-Saharan Africa (all income levels)
#FB61D7	Sudan	1071	Sub-Saharan Africa (all income levels)
#FB61D7	Swaziland	1072	Sub-Saharan Africa (all income levels)
#FB61D7	Tanzania	1073	Sub-Saharan Africa (all income levels)
#FB61D7	Togo	1074	Sub-Saharan Africa (all income levels)
#FB61D7	Uganda	1075	Sub-Saharan Africa (all income levels)
#FB61D7	Zambia	1076	Sub-Saharan Africa (all income levels)
#FB61D7	Zimbabwe	1077	Sub-Saharan Africa (all income levels)
#F8766D	American Samoa	1078	East Asia & Pacific (all income levels)
#F8766D	Australia	1079	East Asia & Pacific (all income levels)
#F8766D	Brunei Darussalam	1080	East Asia & Pacific (all income levels)
#F8766D	Cambodia	1081	East Asia & Pacific (all income levels)
#F8766D	China	1082	East Asia & Pacific (all income levels)
#F8766D	Fiji	1083	East Asia & Pacific (all income levels)
#F8766D	French Polynesia	1084	East Asia & Pacific (all income levels)
#F8766D	Guam	1085	East Asia & Pacific (all income levels)
#F8766D	Hong Kong SAR, China	1086	East Asia & Pacific (all income levels)
#F8766D	Indonesia	1087	East Asia & Pacific (all income levels)
#F8766D	Japan	1088	East Asia & Pacific (all income levels)
#F8766D	Kiribati	1089	East Asia & Pacific (all income levels)
#F8766D	Korea, Dem. Rep.	1090	East Asia & Pacific (all income levels)
#F8766D	Korea, Rep.	1091	East Asia & Pacific (all income levels)
#F8766D	Lao PDR	1092	East Asia & Pacific (all income levels)
#F8766D	Macao SAR, China	1093	East Asia & Pacific (all income levels)
#F8766D	Malaysia	1094	East Asia & Pacific (all income levels)
#F8766D	Marshall Islands	1095	East Asia & Pacific (all income levels)
#F8766D	Micronesia, Fed. Sts.	1096	East Asia & Pacific (all income levels)
#F8766D	Mongolia	1097	East Asia & Pacific (all income levels)
#F8766D	Myanmar	1098	East Asia & Pacific (all income levels)
#F8766D	New Caledonia	1099	East Asia & Pacific (all income levels)
#F8766D	New Zealand	1100	East Asia & Pacific (all income levels)
#F8766D	Northern Mariana Islands	1101	East Asia & Pacific (all income levels)
#F8766D	Palau	1102	East Asia & Pacific (all income levels)
#F8766D	Papua New Guinea	1103	East Asia & Pacific (all income levels)
#F8766D	Philippines	1104	East Asia & Pacific (all income levels)
#F8766D	Samoa	1105	East Asia & Pacific (all income levels)
#F8766D	Singapore	1106	East Asia & Pacific (all income levels)
#F8766D	Solomon Islands	1107	East Asia & Pacific (all income levels)
#F8766D	Thailand	1108	East Asia & Pacific (all income levels)
#F8766D	Timor-Leste	1109	East Asia & Pacific (all income levels)
#F8766D	Tonga	1110	East Asia & Pacific (all income levels)
#F8766D	Tuvalu	1111	East Asia & Pacific (all income levels)
#F8766D	Vanuatu	1112	East Asia & Pacific (all income levels)
#F8766D	Vietnam	1113	East Asia & Pacific (all income levels)
#C49A00	Albania	1114	Europe & Central Asia (all income levels)
#C49A00	Andorra	1115	Europe & Central Asia (all income levels)
#C49A00	Armenia	1116	Europe & Central Asia (all income levels)
#C49A00	Austria	1117	Europe & Central Asia (all income levels)
#C49A00	Azerbaijan	1118	Europe & Central Asia (all income levels)
#C49A00	Belarus	1119	Europe & Central Asia (all income levels)
#C49A00	Belgium	1120	Europe & Central Asia (all income levels)
#C49A00	Bosnia and Herzegovina	1121	Europe & Central Asia (all income levels)
#C49A00	Bulgaria	1122	Europe & Central Asia (all income levels)
#C49A00	Channel Islands	1123	Europe & Central Asia (all income levels)
#C49A00	Croatia	1124	Europe & Central Asia (all income levels)
#C49A00	Cyprus	1125	Europe & Central Asia (all income levels)
#C49A00	Czech Republic	1126	Europe & Central Asia (all income levels)
#C49A00	Denmark	1127	Europe & Central Asia (all income levels)
#C49A00	Estonia	1128	Europe & Central Asia (all income levels)
#C49A00	Faeroe Islands	1129	Europe & Central Asia (all income levels)
#C49A00	Finland	1130	Europe & Central Asia (all income levels)
#C49A00	France	1131	Europe & Central Asia (all income levels)
#C49A00	Georgia	1132	Europe & Central Asia (all income levels)
#C49A00	Germany	1133	Europe & Central Asia (all income levels)
#C49A00	Greece	1134	Europe & Central Asia (all income levels)
#C49A00	Greenland	1135	Europe & Central Asia (all income levels)
#C49A00	Hungary	1136	Europe & Central Asia (all income levels)
#C49A00	Iceland	1137	Europe & Central Asia (all income levels)
#C49A00	Ireland	1138	Europe & Central Asia (all income levels)
#C49A00	Isle of Man	1139	Europe & Central Asia (all income levels)
#C49A00	Italy	1140	Europe & Central Asia (all income levels)
#C49A00	Kazakhstan	1141	Europe & Central Asia (all income levels)
#C49A00	Kosovo	1142	Europe & Central Asia (all income levels)
#C49A00	Kyrgyz Republic	1143	Europe & Central Asia (all income levels)
#C49A00	Latvia	1144	Europe & Central Asia (all income levels)
#C49A00	Liechtenstein	1145	Europe & Central Asia (all income levels)
#C49A00	Lithuania	1146	Europe & Central Asia (all income levels)
#C49A00	Luxembourg	1147	Europe & Central Asia (all income levels)
#C49A00	Luxembourg	1148	Europe & Central Asia (all income levels)
#C49A00	Macedonia, FYR	1149	Europe & Central Asia (all income levels)
#C49A00	Moldova	1150	Europe & Central Asia (all income levels)
#C49A00	Monaco	1151	Europe & Central Asia (all income levels)
#C49A00	Montenegro	1152	Europe & Central Asia (all income levels)
#C49A00	Netherlands	1153	Europe & Central Asia (all income levels)
#C49A00	Norway	1154	Europe & Central Asia (all income levels)
#C49A00	Poland	1155	Europe & Central Asia (all income levels)
#C49A00	Portugal	1156	Europe & Central Asia (all income levels)
#C49A00	Romania	1157	Europe & Central Asia (all income levels)
#C49A00	Russian Federation	1158	Europe & Central Asia (all income levels)
#C49A00	San Marino	1159	Europe & Central Asia (all income levels)
#C49A00	Serbia	1160	Europe & Central Asia (all income levels)
#C49A00	Slovak Republic	1161	Europe & Central Asia (all income levels)
#C49A00	Slovenia	1162	Europe & Central Asia (all income levels)
#C49A00	Spain	1163	Europe & Central Asia (all income levels)
#C49A00	Sweden	1164	Europe & Central Asia (all income levels)
#C49A00	Switzerland	1165	Europe & Central Asia (all income levels)
#C49A00	Tajikistan	1166	Europe & Central Asia (all income levels)
#C49A00	Turkey	1167	Europe & Central Asia (all income levels)
#C49A00	Turkmenistan	1168	Europe & Central Asia (all income levels)
#C49A00	Ukraine	1169	Europe & Central Asia (all income levels)
#C49A00	United Kingdom	1170	Europe & Central Asia (all income levels)
#C49A00	Uzbekistan	1171	Europe & Central Asia (all income levels)
#53B400	Antigua and Barbuda	1172	Latin America & Caribbean (all income levels)
#53B400	Argentina	1173	Latin America & Caribbean (all income levels)
#53B400	Aruba	1174	Latin America & Caribbean (all income levels)
#53B400	Bahamas, The	1175	Latin America & Caribbean (all income levels)
#53B400	Barbados	1176	Latin America & Caribbean (all income levels)
#53B400	Belize	1177	Latin America & Caribbean (all income levels)
#53B400	Bolivia	1178	Latin America & Caribbean (all income levels)
#53B400	Brazil	1179	Latin America & Caribbean (all income levels)
#53B400	Cayman Islands	1180	Latin America & Caribbean (all income levels)
#53B400	Chile	1181	Latin America & Caribbean (all income levels)
#53B400	Colombia	1182	Latin America & Caribbean (all income levels)
#53B400	Costa Rica	1183	Latin America & Caribbean (all income levels)
#53B400	Cuba	1184	Latin America & Caribbean (all income levels)
#53B400	Curacao	1185	Latin America & Caribbean (all income levels)
#53B400	Dominica	1186	Latin America & Caribbean (all income levels)
#53B400	Dominican Republic	1187	Latin America & Caribbean (all income levels)
#53B400	Ecuador	1188	Latin America & Caribbean (all income levels)
#53B400	El Salvador	1189	Latin America & Caribbean (all income levels)
#53B400	Grenada	1190	Latin America & Caribbean (all income levels)
#53B400	Guatemala	1191	Latin America & Caribbean (all income levels)
#53B400	Guyana	1192	Latin America & Caribbean (all income levels)
#53B400	Haiti	1193	Latin America & Caribbean (all income levels)
#53B400	Honduras	1194	Latin America & Caribbean (all income levels)
#53B400	Jamaica	1195	Latin America & Caribbean (all income levels)
#53B400	Mexico	1196	Latin America & Caribbean (all income levels)
#53B400	Nicaragua	1197	Latin America & Caribbean (all income levels)
#53B400	Panama	1198	Latin America & Caribbean (all income levels)
#53B400	Paraguay	1199	Latin America & Caribbean (all income levels)
#53B400	Peru	1200	Latin America & Caribbean (all income levels)
#53B400	Puerto Rico	1201	Latin America & Caribbean (all income levels)
#53B400	Sint Maarten (Dutch part)	1202	Latin America & Caribbean (all income levels)
#53B400	St. Kitts and Nevis	1203	Latin America & Caribbean (all income levels)
#53B400	St. Lucia	1204	Latin America & Caribbean (all income levels)
#53B400	St. Martin (French part)	1205	Latin America & Caribbean (all income levels)
#53B400	St. Vincent and the Grenadines	1206	Latin America & Caribbean (all income levels)
#53B400	Suriname	1207	Latin America & Caribbean (all income levels)
#53B400	Trinidad and Tobago	1208	Latin America & Caribbean (all income levels)
#53B400	Turks and Caicos Islands	1209	Latin America & Caribbean (all income levels)
#53B400	Uruguay	1210	Latin America & Caribbean (all income levels)
#53B400	Venezuela, RB	1211	Latin America & Caribbean (all income levels)
#53B400	Virgin Islands (U.S.)	1212	Latin America & Caribbean (all income levels)
#00C094	Algeria	1213	Middle East & North Africa (all income levels)
#00C094	Bahrain	1214	Middle East & North Africa (all income levels)
#00C094	Djibouti	1215	Middle East & North Africa (all income levels)
#00C094	Egypt, Arab Rep.	1216	Middle East & North Africa (all income levels)
#00C094	Iran, Islamic Rep.	1217	Middle East & North Africa (all income levels)
#00C094	Iraq	1218	Middle East & North Africa (all income levels)
#00C094	Israel	1219	Middle East & North Africa (all income levels)
#00C094	Israel	1220	Middle East & North Africa (all income levels)
#00C094	Jordan	1221	Middle East & North Africa (all income levels)
#00C094	Kuwait	1222	Middle East & North Africa (all income levels)
#00C094	Lebanon	1223	Middle East & North Africa (all income levels)
#00C094	Libya	1224	Middle East & North Africa (all income levels)
#00C094	Malta	1225	Middle East & North Africa (all income levels)
#00C094	Morocco	1226	Middle East & North Africa (all income levels)
#00C094	Oman	1227	Middle East & North Africa (all income levels)
#00C094	Qatar	1228	Middle East & North Africa (all income levels)
#00C094	Saudi Arabia	1229	Middle East & North Africa (all income levels)
#00C094	Syrian Arab Republic	1230	Middle East & North Africa (all income levels)
#00C094	Tunisia	1231	Middle East & North Africa (all income levels)
#00C094	United Arab Emirates	1232	Middle East & North Africa (all income levels)
#00C094	West Bank and Gaza	1233	Middle East & North Africa (all income levels)
#00C094	Yemen, Rep.	1234	Middle East & North Africa (all income levels)
#00B6EB	Bermuda	1235	North America
#00B6EB	Canada	1236	North America
#00B6EB	United States	1237	North America
#A58AFF	Afghanistan	1238	South Asia
#A58AFF	Bangladesh	1239	South Asia
#A58AFF	Bhutan	1240	South Asia
#A58AFF	India	1241	South Asia
#A58AFF	Maldives	1242	South Asia
#A58AFF	Nepal	1243	South Asia
#A58AFF	Pakistan	1244	South Asia
#A58AFF	Sri Lanka	1245	South Asia
#FB61D7	Angola	1246	Sub-Saharan Africa (all income levels)
#FB61D7	Benin	1247	Sub-Saharan Africa (all income levels)
#FB61D7	Botswana	1248	Sub-Saharan Africa (all income levels)
#FB61D7	Burkina Faso	1249	Sub-Saharan Africa (all income levels)
#FB61D7	Burundi	1250	Sub-Saharan Africa (all income levels)
#FB61D7	Cameroon	1251	Sub-Saharan Africa (all income levels)
#FB61D7	Cape Verde	1252	Sub-Saharan Africa (all income levels)
#FB61D7	Central African Republic	1253	Sub-Saharan Africa (all income levels)
#FB61D7	Chad	1254	Sub-Saharan Africa (all income levels)
#FB61D7	Comoros	1255	Sub-Saharan Africa (all income levels)
#FB61D7	Congo, Dem. Rep.	1256	Sub-Saharan Africa (all income levels)
#FB61D7	Congo, Rep.	1257	Sub-Saharan Africa (all income levels)
#FB61D7	Cote d'Ivoire	1258	Sub-Saharan Africa (all income levels)
#FB61D7	Equatorial Guinea	1259	Sub-Saharan Africa (all income levels)
#FB61D7	Eritrea	1260	Sub-Saharan Africa (all income levels)
#FB61D7	Ethiopia	1261	Sub-Saharan Africa (all income levels)
#FB61D7	Gabon	1262	Sub-Saharan Africa (all income levels)
#FB61D7	Gambia, The	1263	Sub-Saharan Africa (all income levels)
#FB61D7	Ghana	1264	Sub-Saharan Africa (all income levels)
#FB61D7	Guinea	1265	Sub-Saharan Africa (all income levels)
#FB61D7	Guinea-Bissau	1266	Sub-Saharan Africa (all income levels)
#FB61D7	Kenya	1267	Sub-Saharan Africa (all income levels)
#FB61D7	Lesotho	1268	Sub-Saharan Africa (all income levels)
#FB61D7	Liberia	1269	Sub-Saharan Africa (all income levels)
#FB61D7	Madagascar	1270	Sub-Saharan Africa (all income levels)
#FB61D7	Malawi	1271	Sub-Saharan Africa (all income levels)
#FB61D7	Mali	1272	Sub-Saharan Africa (all income levels)
#FB61D7	Mauritania	1273	Sub-Saharan Africa (all income levels)
#FB61D7	Mauritius	1274	Sub-Saharan Africa (all income levels)
#FB61D7	Mozambique	1275	Sub-Saharan Africa (all income levels)
#FB61D7	Namibia	1276	Sub-Saharan Africa (all income levels)
#FB61D7	Niger	1277	Sub-Saharan Africa (all income levels)
#FB61D7	Nigeria	1278	Sub-Saharan Africa (all income levels)
#FB61D7	Rwanda	1279	Sub-Saharan Africa (all income levels)
#FB61D7	Sao Tome and Principe	1280	Sub-Saharan Africa (all income levels)
#FB61D7	Senegal	1281	Sub-Saharan Africa (all income levels)
#FB61D7	Seychelles	1282	Sub-Saharan Africa (all income levels)
#FB61D7	Sierra Leone	1283	Sub-Saharan Africa (all income levels)
#FB61D7	Somalia	1284	Sub-Saharan Africa (all income levels)
#FB61D7	South Africa	1285	Sub-Saharan Africa (all income levels)
#FB61D7	South Sudan	1286	Sub-Saharan Africa (all income levels)
#FB61D7	Sudan	1287	Sub-Saharan Africa (all income levels)
#FB61D7	Swaziland	1288	Sub-Saharan Africa (all income levels)
#FB61D7	Tanzania	1289	Sub-Saharan Africa (all income levels)
#FB61D7	Togo	1290	Sub-Saharan Africa (all income levels)
#FB61D7	Uganda	1291	Sub-Saharan Africa (all income levels)
#FB61D7	Zambia	1292	Sub-Saharan Africa (all income levels)
#FB61D7	Zimbabwe	1293	Sub-Saharan Africa (all income levels)
#F8766D	American Samoa	1294	East Asia & Pacific (all income levels)
#F8766D	Australia	1295	East Asia & Pacific (all income levels)
#F8766D	Brunei Darussalam	1296	East Asia & Pacific (all income levels)
#F8766D	Cambodia	1297	East Asia & Pacific (all income levels)
#F8766D	China	1298	East Asia & Pacific (all income levels)
#F8766D	Fiji	1299	East Asia & Pacific (all income levels)
#F8766D	French Polynesia	1300	East Asia & Pacific (all income levels)
#F8766D	Guam	1301	East Asia & Pacific (all income levels)
#F8766D	Hong Kong SAR, China	1302	East Asia & Pacific (all income levels)
#F8766D	Indonesia	1303	East Asia & Pacific (all income levels)
#F8766D	Japan	1304	East Asia & Pacific (all income levels)
#F8766D	Kiribati	1305	East Asia & Pacific (all income levels)
#F8766D	Korea, Dem. Rep.	1306	East Asia & Pacific (all income levels)
#F8766D	Korea, Rep.	1307	East Asia & Pacific (all income levels)
#F8766D	Lao PDR	1308	East Asia & Pacific (all income levels)
#F8766D	Macao SAR, China	1309	East Asia & Pacific (all income levels)
#F8766D	Malaysia	1310	East Asia & Pacific (all income levels)
#F8766D	Marshall Islands	1311	East Asia & Pacific (all income levels)
#F8766D	Micronesia, Fed. Sts.	1312	East Asia & Pacific (all income levels)
#F8766D	Mongolia	1313	East Asia & Pacific (all income levels)
#F8766D	Myanmar	1314	East Asia & Pacific (all income levels)
#F8766D	New Caledonia	1315	East Asia & Pacific (all income levels)
#F8766D	New Zealand	1316	East Asia & Pacific (all income levels)
#F8766D	Northern Mariana Islands	1317	East Asia & Pacific (all income levels)
#F8766D	Palau	1318	East Asia & Pacific (all income levels)
#F8766D	Papua New Guinea	1319	East Asia & Pacific (all income levels)
#F8766D	Philippines	1320	East Asia & Pacific (all income levels)
#F8766D	Samoa	1321	East Asia & Pacific (all income levels)
#F8766D	Singapore	1322	East Asia & Pacific (all income levels)
#F8766D	Solomon Islands	1323	East Asia & Pacific (all income levels)
#F8766D	Thailand	1324	East Asia & Pacific (all income levels)
#F8766D	Timor-Leste	1325	East Asia & Pacific (all income levels)
#F8766D	Tonga	1326	East Asia & Pacific (all income levels)
#F8766D	Tuvalu	1327	East Asia & Pacific (all income levels)
#F8766D	Vanuatu	1328	East Asia & Pacific (all income levels)
#F8766D	Vietnam	1329	East Asia & Pacific (all income levels)
#C49A00	Albania	1330	Europe & Central Asia (all income levels)
#C49A00	Andorra	1331	Europe & Central Asia (all income levels)
#C49A00	Armenia	1332	Europe & Central Asia (all income levels)
#C49A00	Austria	1333	Europe & Central Asia (all income levels)
#C49A00	Azerbaijan	1334	Europe & Central Asia (all income levels)
#C49A00	Belarus	1335	Europe & Central Asia (all income levels)
#C49A00	Belgium	1336	Europe & Central Asia (all income levels)
#C49A00	Bosnia and Herzegovina	1337	Europe & Central Asia (all income levels)
#C49A00	Bulgaria	1338	Europe & Central Asia (all income levels)
#C49A00	Channel Islands	1339	Europe & Central Asia (all income levels)
#C49A00	Croatia	1340	Europe & Central Asia (all income levels)
#C49A00	Cyprus	1341	Europe & Central Asia (all income levels)
#C49A00	Czech Republic	1342	Europe & Central Asia (all income levels)
#C49A00	Denmark	1343	Europe & Central Asia (all income levels)
#C49A00	Estonia	1344	Europe & Central Asia (all income levels)
#C49A00	Faeroe Islands	1345	Europe & Central Asia (all income levels)
#C49A00	Finland	1346	Europe & Central Asia (all income levels)
#C49A00	France	1347	Europe & Central Asia (all income levels)
#C49A00	Georgia	1348	Europe & Central Asia (all income levels)
#C49A00	Germany	1349	Europe & Central Asia (all income levels)
#C49A00	Greece	1350	Europe & Central Asia (all income levels)
#C49A00	Greenland	1351	Europe & Central Asia (all income levels)
#C49A00	Hungary	1352	Europe & Central Asia (all income levels)
#C49A00	Iceland	1353	Europe & Central Asia (all income levels)
#C49A00	Ireland	1354	Europe & Central Asia (all income levels)
#C49A00	Isle of Man	1355	Europe & Central Asia (all income levels)
#C49A00	Italy	1356	Europe & Central Asia (all income levels)
#C49A00	Kazakhstan	1357	Europe & Central Asia (all income levels)
#C49A00	Kosovo	1358	Europe & Central Asia (all income levels)
#C49A00	Kyrgyz Republic	1359	Europe & Central Asia (all income levels)
#C49A00	Latvia	1360	Europe & Central Asia (all income levels)
#C49A00	Liechtenstein	1361	Europe & Central Asia (all income levels)
#C49A00	Lithuania	1362	Europe & Central Asia (all income levels)
#C49A00	Luxembourg	1363	Europe & Central Asia (all income levels)
#C49A00	Luxembourg	1364	Europe & Central Asia (all income levels)
#C49A00	Macedonia, FYR	1365	Europe & Central Asia (all income levels)
#C49A00	Moldova	1366	Europe & Central Asia (all income levels)
#C49A00	Monaco	1367	Europe & Central Asia (all income levels)
#C49A00	Montenegro	1368	Europe & Central Asia (all income levels)
#C49A00	Netherlands	1369	Europe & Central Asia (all income levels)
#C49A00	Norway	1370	Europe & Central Asia (all income levels)
#C49A00	Poland	1371	Europe & Central Asia (all income levels)
#C49A00	Portugal	1372	Europe & Central Asia (all income levels)
#C49A00	Romania	1373	Europe & Central Asia (all income levels)
#C49A00	Russian Federation	1374	Europe & Central Asia (all income levels)
#C49A00	San Marino	1375	Europe & Central Asia (all income levels)
#C49A00	Serbia	1376	Europe & Central Asia (all income levels)
#C49A00	Slovak Republic	1377	Europe & Central Asia (all income levels)
#C49A00	Slovenia	1378	Europe & Central Asia (all income levels)
#C49A00	Spain	1379	Europe & Central Asia (all income levels)
#C49A00	Sweden	1380	Europe & Central Asia (all income levels)
#C49A00	Switzerland	1381	Europe & Central Asia (all income levels)
#C49A00	Tajikistan	1382	Europe & Central Asia (all income levels)
#C49A00	Turkey	1383	Europe & Central Asia (all income levels)
#C49A00	Turkmenistan	1384	Europe & Central Asia (all income levels)
#C49A00	Ukraine	1385	Europe & Central Asia (all income levels)
#C49A00	United Kingdom	1386	Europe & Central Asia (all income levels)
#C49A00	Uzbekistan	1387	Europe & Central Asia (all income levels)
#53B400	Antigua and Barbuda	1388	Latin America & Caribbean (all income levels)
#53B400	Argentina	1389	Latin America & Caribbean (all income levels)
#53B400	Aruba	1390	Latin America & Caribbean (all income levels)
#53B400	Bahamas, The	1391	Latin America & Caribbean (all income levels)
#53B400	Barbados	1392	Latin America & Caribbean (all income levels)
#53B400	Belize	1393	Latin America & Caribbean (all income levels)
#53B400	Bolivia	1394	Latin America & Caribbean (all income levels)
#53B400	Brazil	1395	Latin America & Caribbean (all income levels)
#53B400	Cayman Islands	1396	Latin America & Caribbean (all income levels)
#53B400	Chile	1397	Latin America & Caribbean (all income levels)
#53B400	Colombia	1398	Latin America & Caribbean (all income levels)
#53B400	Costa Rica	1399	Latin America & Caribbean (all income levels)
#53B400	Cuba	1400	Latin America & Caribbean (all income levels)
#53B400	Curacao	1401	Latin America & Caribbean (all income levels)
#53B400	Dominica	1402	Latin America & Caribbean (all income levels)
#53B400	Dominican Republic	1403	Latin America & Caribbean (all income levels)
#53B400	Ecuador	1404	Latin America & Caribbean (all income levels)
#53B400	El Salvador	1405	Latin America & Caribbean (all income levels)
#53B400	Grenada	1406	Latin America & Caribbean (all income levels)
#53B400	Guatemala	1407	Latin America & Caribbean (all income levels)
#53B400	Guyana	1408	Latin America & Caribbean (all income levels)
#53B400	Haiti	1409	Latin America & Caribbean (all income levels)
#53B400	Honduras	1410	Latin America & Caribbean (all income levels)
#53B400	Jamaica	1411	Latin America & Caribbean (all income levels)
#53B400	Mexico	1412	Latin America & Caribbean (all income levels)
#53B400	Nicaragua	1413	Latin America & Caribbean (all income levels)
#53B400	Panama	1414	Latin America & Caribbean (all income levels)
#53B400	Paraguay	1415	Latin America & Caribbean (all income levels)
#53B400	Peru	1416	Latin America & Caribbean (all income levels)
#53B400	Puerto Rico	1417	Latin America & Caribbean (all income levels)
#53B400	Sint Maarten (Dutch part)	1418	Latin America & Caribbean (all income levels)
#53B400	St. Kitts and Nevis	1419	Latin America & Caribbean (all income levels)
#53B400	St. Lucia	1420	Latin America & Caribbean (all income levels)
#53B400	St. Martin (French part)	1421	Latin America & Caribbean (all income levels)
#53B400	St. Vincent and the Grenadines	1422	Latin America & Caribbean (all income levels)
#53B400	Suriname	1423	Latin America & Caribbean (all income levels)
#53B400	Trinidad and Tobago	1424	Latin America & Caribbean (all income levels)
#53B400	Turks and Caicos Islands	1425	Latin America & Caribbean (all income levels)
#53B400	Uruguay	1426	Latin America & Caribbean (all income levels)
#53B400	Venezuela, RB	1427	Latin America & Caribbean (all income levels)
#53B400	Virgin Islands (U.S.)	1428	Latin America & Caribbean (all income levels)
#00C094	Algeria	1429	Middle East & North Africa (all income levels)
#00C094	Bahrain	1430	Middle East & North Africa (all income levels)
#00C094	Djibouti	1431	Middle East & North Africa (all income levels)
#00C094	Egypt, Arab Rep.	1432	Middle East & North Africa (all income levels)
#00C094	Iran, Islamic Rep.	1433	Middle East & North Africa (all income levels)
#00C094	Iraq	1434	Middle East & North Africa (all income levels)
#00C094	Israel	1435	Middle East & North Africa (all income levels)
#00C094	Israel	1436	Middle East & North Africa (all income levels)
#00C094	Jordan	1437	Middle East & North Africa (all income levels)
#00C094	Kuwait	1438	Middle East & North Africa (all income levels)
#00C094	Lebanon	1439	Middle East & North Africa (all income levels)
#00C094	Libya	1440	Middle East & North Africa (all income levels)
#00C094	Malta	1441	Middle East & North Africa (all income levels)
#00C094	Morocco	1442	Middle East & North Africa (all income levels)
#00C094	Oman	1443	Middle East & North Africa (all income levels)
#00C094	Qatar	1444	Middle East & North Africa (all income levels)
#00C094	Saudi Arabia	1445	Middle East & North Africa (all income levels)
#00C094	Syrian Arab Republic	1446	Middle East & North Africa (all income levels)
#00C094	Tunisia	1447	Middle East & North Africa (all income levels)
#00C094	United Arab Emirates	1448	Middle East & North Africa (all income levels)
#00C094	West Bank and Gaza	1449	Middle East & North Africa (all income levels)
#00C094	Yemen, Rep.	1450	Middle East & North Africa (all income levels)
#00B6EB	Bermuda	1451	North America
#00B6EB	Canada	1452	North America
#00B6EB	United States	1453	North America
#A58AFF	Afghanistan	1454	South Asia
#A58AFF	Bangladesh	1455	South Asia
#A58AFF	Bhutan	1456	South Asia
#A58AFF	India	1457	South Asia
#A58AFF	Maldives	1458	South Asia
#A58AFF	Nepal	1459	South Asia
#A58AFF	Pakistan	1460	South Asia
#A58AFF	Sri Lanka	1461	South Asia
#FB61D7	Angola	1462	Sub-Saharan Africa (all income levels)
#FB61D7	Benin	1463	Sub-Saharan Africa (all income levels)
#FB61D7	Botswana	1464	Sub-Saharan Africa (all income levels)
#FB61D7	Burkina Faso	1465	Sub-Saharan Africa (all income levels)
#FB61D7	Burundi	1466	Sub-Saharan Africa (all income levels)
#FB61D7	Cameroon	1467	Sub-Saharan Africa (all income levels)
#FB61D7	Cape Verde	1468	Sub-Saharan Africa (all income levels)
#FB61D7	Central African Republic	1469	Sub-Saharan Africa (all income levels)
#FB61D7	Chad	1470	Sub-Saharan Africa (all income levels)
#FB61D7	Comoros	1471	Sub-Saharan Africa (all income levels)
#FB61D7	Congo, Dem. Rep.	1472	Sub-Saharan Africa (all income levels)
#FB61D7	Congo, Rep.	1473	Sub-Saharan Africa (all income levels)
#FB61D7	Cote d'Ivoire	1474	Sub-Saharan Africa (all income levels)
#FB61D7	Equatorial Guinea	1475	Sub-Saharan Africa (all income levels)
#FB61D7	Eritrea	1476	Sub-Saharan Africa (all income levels)
#FB61D7	Ethiopia	1477	Sub-Saharan Africa (all income levels)
#FB61D7	Gabon	1478	Sub-Saharan Africa (all income levels)
#FB61D7	Gambia, The	1479	Sub-Saharan Africa (all income levels)
#FB61D7	Ghana	1480	Sub-Saharan Africa (all income levels)
#FB61D7	Guinea	1481	Sub-Saharan Africa (all income levels)
#FB61D7	Guinea-Bissau	1482	Sub-Saharan Africa (all income levels)
#FB61D7	Kenya	1483	Sub-Saharan Africa (all income levels)
#FB61D7	Lesotho	1484	Sub-Saharan Africa (all income levels)
#FB61D7	Liberia	1485	Sub-Saharan Africa (all income levels)
#FB61D7	Madagascar	1486	Sub-Saharan Africa (all income levels)
#FB61D7	Malawi	1487	Sub-Saharan Africa (all income levels)
#FB61D7	Mali	1488	Sub-Saharan Africa (all income levels)
#FB61D7	Mauritania	1489	Sub-Saharan Africa (all income levels)
