group	x	y
10007	79.9365853658537	1.756
10007	80.2390243902439	1.748
10007	80.490243902439	1.768
10007	80.8414634146341	1.807
10007	81.0414634146342	1.883
10008	76.6810487804878	2.292
10008	76.8808048780488	2.25
10008	77.0626341463415	2.213
10008	77.2285853658537	2.179
10008	77.3806097560976	2.148
10009	58.3752195121951	3.479
10009	58.8894390243903	3.327
10009	59.4286341463415	3.188
10009	59.9793902439024	3.06
10009	60.5283170731707	2.944
10010	71.5794390243902	1.705
10010	71.7648780487805	1.692
10010	71.9623414634146	1.68
10010	72.1713170731707	1.668
10010	72.3897317073171	1.656
10011	67.9773658536586	3.001
10011	68.1602682926829	2.954
10011	68.3406585365854	2.907
10011	68.515243902439	2.86
10011	68.6791951219512	2.816
10012	73.1012195121951	2.363
10012	73.4222926829268	2.322
10012	73.722512195122	2.282
10012	73.998756097561	2.245
10012	74.2494146341463	2.209
10013	74.5532195121951	2.772
10013	74.7411219512195	2.721
10013	74.9240487804878	2.673
10013	75.1039512195122	2.63
10013	75.2823902439024	2.591
10014	81.4780487804878	0.939
10014	81.3292682926829	0.901
10014	81.7804878048781	0.927
10014	81.5804878048781	0.966
10014	82.3756097560976	0.984
10015	66.2378048780488	2.386
10015	66.5165365853659	2.353
10015	66.791243902439	2.318
10015	67.0733658536585	2.282
10015	67.3768292682927	2.246
10016	81.5634146341463	1.32
10016	81.76	1.29
10016	82.030243902439	1.29
10016	81.9251219512195	1.26
10016	82.3219512195122	1.32
10017	62.8243902439024	3.6
10018	60.9487804878049	3.44
10020	66.7150731707317	2.065
10020	67.4055853658537	2.053
10020	67.9053658536586	2.046
10020	68.1954878048781	2.043
10020	68.3080243902439	2.042
10021	76.8239024390244	1.17
10021	77.260243902439	1.19
10021	77.8465853658537	1.16
10021	78.4326829268293	1.076
10021	78.9692682926829	1.123
10022	62.575243902439	3.811
10022	63.1923170731707	3.626
10022	63.8258536585366	3.46
10022	64.4622682926829	3.311
10022	65.080512195122	3.178
