group	x	y
2367	70.8692682926829	2.848
2367	70.9190243902439	2.888
2367	70.9687804878049	2.886
2367	71.0185365853659	2.859
2367	71.0682926829268	2.961
2368	65.8169024390244	5.804
2368	66.2588048780488	5.742
2368	66.6882195121951	5.731
2368	67.1051463414634	5.751
2368	67.5096097560976	5.771
2369	45.3065853658537	6.229
2369	45.0818536585366	6.155
2369	44.5562195121951	6.056
2369	43.6327073170732	5.924
2369	42.2078536585366	5.747
2370	57.0098780487805	5.906
2370	59.4668536585366	5.841
2370	61.4486585365854	5.712
2370	62.902243902439	5.512
2370	63.8667317073171	5.24
2371	58.8039024390244	5.083
2371	59.1775365853659	4.892
2371	59.5436585365854	4.71
2371	59.900756097561	4.543
2371	60.2468536585366	4.397
2372	59.1347804878049	6.243
2372	59.5324146341463	6.096
2372	59.9102926829268	5.921
2372	60.2612926829268	5.722
2372	60.5771951219512	5.505
2373	64.5715853658537	4.939
2373	65.0141463414634	4.716
2373	65.4467073170732	4.526
2373	65.8673170731708	4.372
2373	66.2754878048781	4.248
2374	70.3466097560976	3.959
2374	70.720243902439	3.722
2374	71.0878536585366	3.545
2374	71.4524390243903	3.421
2374	71.4585365853659	3.459
2375	49.9034390243903	5.582
2375	50.5468536585366	5.556
2375	51.1890243902439	5.521
2375	51.8299756097561	5.474
2375	52.4671463414634	5.413
2376	71.2765853658537	2.02
2376	71.6112195121951	2.13
2376	71.8387804878049	2.13
2376	71.950243902439	2.135
2376	72.8829268292683	2.16
2378	59.2750487804878	3.984
2378	60.0199024390244	4.054
2378	60.7909512195122	4.076
2378	61.5753414634146	4.036
2378	62.3602195121951	3.927
2379	58.5300243902439	4.845
2379	59.4276829268293	4.725
2379	60.3317317073171	4.624
2379	61.2072682926829	4.53
2379	62.4436585365854	4.54
2380	45.4183170731707	5.973
2380	45.6203902439024	5.973
2380	45.8244634146342	5.972
2380	46.0325365853659	5.974
2380	46.2486585365854	5.979
2381	68.3837804878049	2.942
2381	68.8141219512195	2.647
2381	69.2330243902439	2.388
2381	69.6424390243902	2.166
2381	70.0413902439025	1.98
2382	62.7017804878049	5.368
2382	63.1270487804878	5.179
2382	63.5398536585366	5.009
2382	63.9407073170732	4.858
2382	64.3306341463415	4.722
2384	60.3875853658537	6.911
2384	60.7975853658537	6.924
2384	61.2115853658537	6.935
2384	61.6335853658537	6.938
2384	62.0705853658537	6.925
2385	54.0829024390244	7.591
2385	54.668756097561	7.584
2385	55.2267073170732	7.578
2385	55.7422682926829	7.569
2385	56.1934390243903	7.546
2386	47.7588048780488	6.13
2386	48.5374146341463	6.125
2386	49.2781219512195	6.11
2386	49.9803902439024	6.076
2386	50.6556829268293	6.012
2387	61.6829268292683	5.17
2387	62.1317073170732	4.88
2387	62.5804878048781	4.59
2387	63.0292682926829	4.3
2387	63.4780487804878	4.1757142857
2388	71.4731707317073	3.354
2388	71.1243902439025	3.332
2388	71.4731707317073	3.269
2388	71.2731707317073	3.158
2388	71.7731707317073	3.194
2391	43.717487804878	6.227
2391	44.5309024390244	6.208
2391	45.3082195121951	6.187
2391	46.0409268292683	6.163
2391	46.7274634146342	6.137
2392	59.9100975609756	6.589
2392	60.1933902439024	6.485
2392	60.4707073170732	6.376
2392	60.7420731707317	6.264
2392	61.0070243902439	6.152
2393	53.469512195122	6.623
2393	53.969512195122	6.446
2393	54.469512195122	6.272
2393	54.969512195122	6.101
2393	55.469512195122	5.93
2394	67.4457317073171	3.946
2394	67.6737317073171	3.562
2394	67.9510731707317	3.246
2394	68.2814146341463	3.086
2394	68.66	3.038
2395	52.8817073170732	6.549
2395	53.3817073170732	6.655
2395	53.8817073170732	6.781
2395	54.3877073170732	6.914
2395	54.9066829268293	7.04
2396	58.5582682926829	6.009
