group	x	y
2	72.6785853658537	3.989
3	42.9397317073171	8.01
4	74.2463414634146	1.7
5	71.4652195121951	2.91
6	67.8285365853659	2.399
7	41.3145365853659	7.12
8	71.9440731707317	2.918
10	75.8553658536585	1.49
11	77.3780487804878	1.888
12	73.471756097561	2.187
13	64.207243902439	2.74
14	65.829	1.592
15	74.6783414634146	1.73
16	60.5147317073171	4.184
17	76.3512195121951	1.56
18	48.6117317073171	6.739
19	71.4943902439024	1.54
20	72.7473902439024	3.43
21	45.1109512195122	6.468
22	49.6033902439024	6.603
24	74.1887804878049	3.321
25	59.7934634146342	4.81
26	67.1334146341463	2.643
27	69.515	2.621
28	54.1637804878049	5.372
29	62.966	4.394
30	70.0219512195122	1.75
31	72.7738536585366	4.363
32	77.3207317073171	1.71
33	46.7076341463415	7.131
34	47.9173902439024	5.691
35	55.5086097560976	5.235
36	77.8060975609756	1.58
37	52.0708292682927	5.977
38	74.2139512195122	2.559
39	52.9293170731707	5.731
40	69.8618292682927	2.106
41	68.649	3.012
42	76.1692195121951	3.002
43	74.6253170731707	1.68
44	65.9453170731707	5.016
46	76.8160487804878	2.337
47	72.2717073170732	1.72
48	75.819512195122	1.29
49	51.8804146341463	5.918
50	75.1941463414634	1.76
51	73.9512195121951	2.5
52	68.5885365853659	3.33
53	67.7191951219512	4.216
54	69.8420975609756	3.456
55	68.8634146341464	1.69
56	63.3895853658537	4.018
57	49.8426585365854	6.107
58	77.41	1.32
59	47.9489512195122	7.024
60	75.4553658536585	1.85
61	66.011243902439	3.352
62	66.4226585365854	4.82
64	77.1	1.74
65	61.4129756097561	5.097
66	76.4341463414634	1.79
67	70.2019268292683	3.551
68	70.3020487804878	2.076
69	57.6300487804878	5.392
70	65.3414634146341	2.53
71	53.2834634146341	6.039
72	44.521756097561	6.619
73	47.4722926829268	5.902
74	77.3829268292683	1.38
75	63.3537073170732	5.465
76	72.5460487804878	3.114
77	43.1449756097561	6.554
78	61.4771707317073	2.544
79	77.6780487804878	1.347
80	67.2273414634146	4.95
81	71.2414634146342	1.48
82	55.9715365853659	5.21
83	69.1170731707317	1.77
84	62.8804634146341	2.934
85	75.136243902439	2.02
86	76.5048780487805	2.7
88	58.892512195122	3.758
89	69.7719268292683	5.839
90	65.2640487804878	4.138
91	78.760243902439	2.21
92	77.2378048780488	1.3
93	75.8496829268293	1.457
94	70.4415853658537	2.855
95	70.8804146341463	5.308
96	79.1539024390244	1.502
97	58.4631219512195	5.668
98	68.1024390243903	3.617
99	55.7143902439024	5.464
100	58.1951219512195	3.8
101	56.0481219512195	5.355
102	67.9512195121951	2.6
103	69.4963414634146	2.38
104	72.2060975609756	1.78
105	68.0892682926829	2.9581
106	72.9526585365854	2.338
108	67.7317073170732	2.5
109	55.866487804878	5.934
110	69.1904390243902	3.027
111	71.5780487804878	3
113	69.6991219512195	2.385
114	42.0236097560976	6.357
115	59.5982682926829	4.759
116	70.2343902439025	1.89
117	75.7707317073171	1.67
118	68.3960975609756	1.73
119	69.1180243902439	4.241
120	65.1965853658537	3.722
122	67.2274878048781	2.191
123	75.7574390243903	1.825
125	52.1973902439024	6.179
127	71.6113414634146	2.065
128	44.7753170731707	7.026
129	58.4377317073171	3.181
130	60.8246341463415	3.492
131	76.6550975609756	1.487
133	56.296	5.814
134	75.8334146341463	2.12
135	70.0585365853659	2.37
136	62.5114146341463	5.441
137	47.1224146341464	6.558
138	71.5817073170732	3.211
139	70.5208292682927	3.438
140	43.9004634146341	6.147
141	60.8613170731707	4.97
142	71.5121951219512	2.85
143	42.468756097561	7.787
144	45.4153658536585	6.27
145	65.5775609756098	4.519
146	77.2170731707317	1.59
147	77.1843902439025	1.88
148	55.2424878048781	5.01
149	76.1243902439025	2.12
150	71.9016585365854	6.478
151	72.731756097561	2.906
152	66.5088048780488	3.617
153	69.9952682926829	3.11
154	56.3991951219512	4.724
155	65.5123658536585	4.177
156	61.2950243902439	5.767
157	71.090243902439	1.93
158	74.2374878048781	2.179
159	68.7226829268293	6.526
160	74.3121951219512	1.48
162	68.3314634146341	4.356
163	74.6084878048781	4.02
164	69.7843902439024	1.52
166	66.8731707317073	1.552
167	27.3345853658537	6.516
168	69.5909512195122	5.522
169	57.8211219512195	5.596
170	70.6707317073171	2.696
171	53.2303658536585	5.84
172	77.9987804878049	2.09
173	76.478756097561	1.76
174	73.3048780487805	1.33
175	71.7951219512195	1.93
176	37.663243902439	5.789
178	53.724243902439	6.417
179	43.8934634146341	6.532
180	67.6476585365854	2.64
182	61.2176341463415	5.212
183	67.622512195122	3.777
185	71.8469268292683	4.913
186	58.9767804878049	5.392
188	50.4757804878049	6.654
189	53.4782682926829	6.056
190	72.4528780487805	2.001
191	62.4198048780488	4.947
192	47.9631463414634	5.651
193	62.7055365853659	4.071
194	70.7560975609756	3.223
195	69.7972195121951	4.583
196	64.200756097561	2.915
197	69.0518536585366	2.179
199	50.0647073170732	6.081
200	68.8780487804878	1.72
201	46.0791463414634	7.071
202	75.6421951219512	2.046
203	72.85	2.487
204	66.3602195121951	4.004
205	69.6311219512195	2.86
206	71.415756097561	3.292
207	75.400512195122	3.047
208	67.292756097561	3.261
209	64.1034146341463	4.844
210	66.0700243902439	4.724
211	56.6032926829268	8.312
212	61.3569268292683	3.408
213	45.6693902439024	6.341
214	58.3153414634146	4.839
