group	x	y
2	64.1599512195122	6.402
3	35.9168780487805	7.697
5	67.5444634146342	4.688
6	70.367512195122	3.032
7	37.8262195121951	7.232
8	67.1246097560976	3.148
10	70.4136585365854	2.102
11	71.4575609756098	2.744
12	69.7986585365854	2.691
13	65.1481219512195	4.348
14	67.0786585365854	2.675
15	69.22	2.794
16	38.9699024390244	6.931
17	71.4051219512195	2.09
18	41.9839756097561	6.7
19	70.899512195122	2.03
20	65.4454878048781	6.089
21	43.9979756097561	6.811
22	41.1709024390244	6.823
24	67.9030975609756	5.758
25	46.5489024390244	6.496
26	59.3203902439024	4.782
27	66.4389756097561	3.469
28	41.5821219512195	6.679
29	55.6137317073171	6.579
30	70.8183170731707	2.28
31	66.9684390243903	6.284
32	72.9339024390244	1.98
33	44.4953902439024	6.271
34	43.503	5.953
35	54.1023414634146	6.297
36	73.6443902439025	1.923
37	45.5173902439024	7.937
38	63.3829756097561	3.679
39	47.1336829268293	6.283
40	64.5144390243902	4.91
41	61.5095609756098	5.153
42	67.8722195121951	4.488
43	70.6360975609756	3.646
44	54.2333902439024	6.887
46	73.0211219512195	2.491
47	70.1765853658537	2.09
48	70.7942682926829	1.71
49	44.1437804878049	7.244
50	73.4390243902439	2.029
52	59.5522682926829	5.782
53	54.1790731707317	7.394
54	58.6400731707317	6.07
55	70.0723902439024	2.16
56	51.4764146341463	5.763
57	43.9723170731707	6.542
58	72.8180487804878	2.842
59	43.4958536585366	6.81
60	70.7073170731707	1.593
61	60.5824634146342	4.275
62	62.5205853658537	6.894
64	72.1073170731707	2.38
65	48.2733658536585	4.854
66	72.1243902439024	2.204
67	64.3186829268293	4.537
68	67.7671707317073	2.579
69	49.8064146341463	6.915
71	40.2113902439024	6.185
72	34.8026585365854	6.858
73	40.3473658536585	5.68
74	72.2271463414634	2.315
75	53.460487804878	6.208
76	66.6707317073171	4.137
77	37.7023170731707	6.812
78	56.9659512195122	5.076
79	71.4560975609756	3.315
80	53.6640975609756	7.111
81	69.3906341463415	1.975
82	47.7953902439024	5.643
83	69.6646341463415	1.931
84	53.0944390243903	5.338
85	71.1745853658537	3.874
86	71.0780487804878	3.77
88	50.5047317073171	5.323
89	59.0554390243902	7.234
90	52.7490487804878	6.293
91	74.4558536585366	3.088
92	72.0753658536586	2.359
93	71.9380487804878	1.918
94	68.7057317073171	5.108
95	62.33	7.818
96	73.5065853658537	2.14
97	53.3859512195122	8.012
98	60.8103414634146	4.724
99	40.3466097560976	5.534
101	48.6736585365854	7.058
103	63.1322195121951	3.761
104	62.8365853658537	4.14
106	67.6563902439025	6.975
108	62.7415609756098	3.44
109	46.4748292682927	5.99
110	65.2990731707317	4.845
111	64.6343658536585	5.813
113	63.898487804878	4.083
114	42.0617317073171	6.777
115	49.4942682926829	5.802
116	71.0246341463415	2.33
117	70.1051463414634	1.72
118	69.8787804878049	2
119	52.6626097560976	7.584
120	52.5041951219512	6.897
122	64.9733658536585	2.542
123	70.2130975609756	2.37
125	44.6895609756098	7.318
127	67.3048048780488	2.877
128	35.5683414634146	6.924
129	51.3139268292683	5.914
130	56.5631707317073	7.497
131	70.4308780487805	1.821
133	48.2968048780488	6.759
134	70.9626097560976	2.007
135	63.448243902439	3.575
136	45.6390243902439	7.159
137	41.4235365853659	7.389
138	62.301243902439	6.525
139	64.7090975609756	4.593
140	40.1611463414634	6.58
141	53.596243902439	6.57
142	63.9268292682927	4.0514285714
143	38.4605365853659	7.495
144	43.1811707317073	6.575
145	54.8616097560976	6.807
146	73.7270731707317	2.151
147	74.3446341463415	2.372
148	43.6979512195122	6.043
149	71.8292682926829	3
150	52.5243414634146	7.414
151	66.2227073170732	5.012
152	54.9481463414634	6.073
153	60.8628292682927	5.279
154	47.3813170731707	6.108
155	61.2660243902439	6.041
156	54.3793658536585	6.605
157	70.6658536585366	2.235
158	72.2211707317073	3.006
160	68.3243902439024	2.697
162	65.7349024390244	5.456
163	67.3811219512195	6.794
164	68.470243902439	2.548
166	68.3085365853659	2.04
167	44.4476341463415	8.183
168	54.3988292682927	7.299
169	55.4386341463415	7.145
171	45.9584878048781	6.603
172	74.7180487804878	1.927
173	69.0659756097561	3.048
174	69.0585365853659	2.221
175	70.1053658536585	2.49
176	36.3916097560976	5.785
178	41.6312926829268	7.447
179	40.7501463414634	7.13
180	63.8558292682927	5.336
182	56.3463170731707	6.51
183	57.0045365853659	6.01
185	61.4536585365854	7.556
186	49.1506341463415	6.87
188	44.5968292682927	6.578
189	46.3570975609756	7.182
190	60.7300731707317	5.181
191	60.6091463414634	6.814
192	39.0880975609756	5.541
193	58.8838048780488	6.175
194	55.1885609756098	6.304
195	65.5079756097561	5.616
196	51.0307317073171	5.341
197	65.5954878048781	3.444
199	47.5044634146342	6.761
200	69.6997317073171	2.08
201	50.7375609756098	7.107
202	71.1560975609756	2.01
203	68.7037073170732	2.969
204	63.3208780487805	6.338
205	61.3367804878049	5.629
206	64.8018048780488	5.053
207	68.5805609756098	5.028
208	47.9240487804878	7.17
209	53.6794390243902	6.134
210	55.969512195122	5.755
211	41.1089756097561	7.672
212	53.5346341463415	5.471
213	49.9254146341464	7.446
214	55.5791951219512	7.42
