group	x	y
2	61.5878780487805	6.679
3	34.637512195122	7.7
5	66.7384634146342	4.972
6	69.5987073170732	3.314
7	36.6060487804878	7.339
8	66.2933170731707	3.056
10	69.8331707317073	2.496
11	70.9687804878049	2.886
12	68.7284146341464	3.054
13	64.4186829268293	4.753
14	65.4456829268293	2.994
15	68.145	3.284
16	44.3662926829268	6.94
17	70.7648780487805	2.245
18	40.3736829268293	6.593
19	70.43	2.27
20	62.9744634146342	6.69
21	43.5884390243902	6.801
22	39.1287317073171	6.71
24	66.6882195121951	5.731
25	45.4228048780488	6.587
26	58.1863902439024	5.168
27	66.0115853658537	3.571
28	40.1257317073171	6.67
29	53.9278780487805	6.667
30	70.3150487804878	2.26
31	65.5598780487805	6.316
32	72.5014634146341	2.334
33	43.4999268292683	6.187
34	41.2093902439024	5.954
35	53.0775853658537	6.235
36	72.6126829268293	2.123
37	43.1974146341463	7.883
38	61.5472926829268	4.202
39	45.5717804878049	6.168
40	61.4486585365854	5.712
41	60.5027317073171	5.83
42	66.3585609756098	5.324
43	69.1616097560976	4.18
44	51.8530487804878	6.954
46	72.2686829268293	2.686
47	69.3670731707317	1.87
48	70.6126585365854	2.21
49	42.7925609756098	7.494
50	73.2209756097561	2
52	57.8433170731707	6.376
53	52.3027804878049	7.396
54	57.3705365853659	6.376
55	70.0480975609756	2.11
56	49.9655853658537	6.04
57	42.9141951219512	6.637
58	71.0575609756098	2.858
59	42.6379024390244	6.852
60	69.5034146341464	1.851
61	59.5436585365854	4.71
62	61.2115853658537	6.935
64	71.4585365853659	2.62
65	45.7884146341463	4.626
66	71.7219512195122	2.507
67	64.0171219512195	4.69
68	66.8397073170732	2.609
69	48.5126585365854	6.957
71	37.3421463414634	6.043
72	33.612243902439	6.829
73	39.4398780487805	5.671
74	71.422756097561	2.48
75	51.3064878048781	6.259
76	65.4467073170732	4.526
77	36.9428048780488	5.643
78	55.7216097560976	5.784
79	71.0878536585366	3.545
80	51.8550975609756	7.334
81	68.6644634146342	2.035
82	46.6991951219512	5.847
83	69.3146341463415	2.029
84	51.1890243902439	5.521
85	70.9151219512195	3.845
86	70.9704878048781	3.782
88	48.4839268292683	5.573
89	57.0212195121951	7.383
90	50.6419024390244	6.544
91	73.7763414634147	2.988
92	70.8119512195122	2.508
93	71.6407073170732	2.222
94	67.906756097561	5.617
95	60.2162195121951	7.968
96	71.8387804878049	2.13
97	51.6609756097561	8.103
98	59.8813414634146	4.961
99	44.5562195121951	6.056
101	47.2185365853659	7.06
103	60.7909512195122	4.076
104	60.3317317073171	4.624
106	66.3945365853659	7.327
108	61.8795609756098	3.6
109	45.8244634146342	5.972
110	64.4680975609756	5.178
111	63.060512195122	6.249
113	62.1028536585366	4.477
114	40.9434878048781	6.655
115	48.6848048780488	5.807
116	70.9285365853659	2.3
117	69.7930731707317	2.02
118	69.7968292682927	1.88
119	50.9696829268293	7.545
120	51.0078536585366	7.095
122	64.6848536585366	2.613
123	68.1667804878049	2.399
125	43.5024390243902	7.322
127	65.847	3.194
128	33.9453170731707	6.889
129	49.2781219512195	6.11
130	55.2267073170732	7.578
131	69.2330243902439	2.388
133	46.1673414634146	6.791
134	70.1789512195122	2.019
135	63.0216585365854	4.213
136	43.4659024390244	7.237
137	40.1225609756098	7.267
138	60.8957804878049	6.76
139	63.5398536585366	5.009
140	38.7757317073171	6.596
141	51.9894878048781	6.401
142	62.5804878048781	4.59
143	38.2185365853659	7.382
144	41.9537804878049	6.425
145	52.9299024390244	6.919
146	73.539512195122	2.748
147	73.6634146341463	2.699
148	42.1737317073171	6.073
149	71.4731707317073	3.269
150	49.4746829268293	7.293
151	64.8606585365854	5.454
152	52.5965365853659	6.415
153	59.9102926829268	5.921
154	45.3082195121951	6.187
155	60.4707073170732	6.376
156	52.5806829268293	6.6
157	69.719512195122	2.2
158	71.3113414634146	3.248
160	66.6917317073171	2.849
162	65.2214634146342	5.894
163	65.5183414634146	6.952
164	67.9524390243903	3.19
166	68.5098536585366	1.97
167	44.182756097561	8.126
168	51.5030487804878	7.273
169	53.8817073170732	6.781
171	44.7582195121951	6.605
172	74.0848780487805	1.943
173	67.9510731707317	3.246
174	68.3609756097561	2.277
175	70.2172195121951	2.43
176	34.6286585365854	5.915
178	40.4121951219512	7.329
179	39.6594146341464	7.209
180	62.9465365853659	5.79
182	55.0609756097561	6.444
183	56.2429756097561	6.3
185	59.2610487804878	7.574
186	47.4107073170732	6.869
188	43.5964878048781	6.459
189	44.725756097561	7.029
190	59.4010243902439	5.764
191	59.7223902439024	6.841
192	39.041512195122	6.039
193	58.0198048780488	6.35
194	53.0273658536585	6.7
195	64.5529024390244	6.15
196	49.5811219512195	5.6
197	65.2029756097561	3.633
199	46.3114634146342	6.778
200	70.4114634146342	2.04
201	49.2582926829268	7.118
202	70.5073170731708	2.456
203	68.5641463414634	2.869
204	62.4598048780488	6.552
205	60.0182926829268	6.185
206	63.3513414634146	5.605
207	67.3208048780488	5.282
208	47.6755853658537	7.404
209	51.8799024390244	6.348
210	54.469512195122	6.272
211	39.9831951219512	7.512
212	52.4932682926829	5.634
213	48.5531463414634	7.425
214	54.5789024390244	7.415
