group	x	y
8455	77.8292682926829	1.822
8455	78.0780487804878	1.796
8455	78.4804878048781	1.778
8455	78.6317073170732	1.762
8455	78.9317073170732	1.755
8456	74.9674146341464	2.929
8456	75.2239268292683	2.798
8456	75.4809024390244	2.677
8456	75.7363658536586	2.569
8456	75.9883414634146	2.477
8457	56.0652682926829	4.903
8457	56.2572682926829	4.678
8457	56.4922682926829	4.45
8457	56.7671463414634	4.227
8457	57.0888292682927	4.017
8458	70.4247317073171	1.868
8458	70.5990243902439	1.828
8458	70.7663170731707	1.799
8458	70.9270975609756	1.776
8458	71.0833902439025	1.755
8459	66.6389024390244	3.276
8459	66.840243902439	3.244
8459	67.0375609756098	3.209
8459	67.2308536585366	3.171
8459	67.4201219512195	3.132
8460	70.867512195122	2.805
8460	71.1503902439024	2.718
8460	71.444756097561	2.64
8460	71.7561219512195	2.571
8460	72.0825365853659	2.509
8461	73.1750731707317	3.067
8461	73.3745609756098	3.042
8461	73.5725365853659	3.01
8461	73.77	2.972
8461	73.9679512195122	2.927
8462	78.6829268292683	1.295
8462	79.6268292682927	1.191
8462	80.1268292682927	1.127
8462	80.1317073170732	1.017
8462	80.3829268292683	0.982
8463	63.9777073170732	2.699
8463	64.3278048780488	2.635
8463	64.6694390243903	2.579
8463	65.0035609756098	2.53
8463	65.3307073170732	2.489
8464	79.5363414634147	1.422
8464	80.200243902439	1.425
8464	80.4241463414634	1.388
8464	80.5014634146342	1.384
8464	80.5707317073171	1.342
8465	59.4390243902439	4.5
8466	60.4390243902439	4.2
8468	66.2719024390244	2.306
8468	65.2720731707317	2.266
8468	64.6018048780488	2.224
8468	64.3568292682927	2.182
8468	64.5495609756098	2.144
8469	73.3943902439024	1.65
8469	73.8210975609756	1.58
8469	74.2478048780488	1.54
8469	74.8106097560976	1.47
8469	75.3734146341463	1.42
8470	58.1821463414634	5.4
8470	58.8955853658537	5.175
8470	59.5695609756098	4.938
8470	60.2065609756098	4.696
8470	60.8110731707317	4.457
8471	77.3910975609756	1.242
8471	77.6284390243902	1.178
8471	77.8612926829268	1.116
8471	78.0901707317073	1.053
8471	78.3155609756098	0.991
8472	71.1634390243903	3.301
8472	71.368512195122	3.253
8472	71.5690975609756	3.204
8472	71.7647073170732	3.157
8472	71.9563414634146	3.11
8473	67.5048780487805	5.71
8474	66.759756097561	4.664
8474	66.8677073170732	4.608
8474	66.9716097560976	4.544
8474	67.0729024390244	4.471
8474	67.1726341463415	4.39
8475	61.2615609756098	2.808
8475	61.4990731707317	2.649
8475	61.8036097560976	2.514
8475	62.175756097561	2.394
8475	62.616512195122	2.29
8476	60.0783414634146	2.852
8476	60.5264146341463	2.761
8476	60.9234878048781	2.675
8476	61.2765853658537	2.59
8476	61.5871463414634	2.507
8477	72.009756097561	2.59
8477	71.9975609756098	2.645
8477	71.7390243902439	2.7
8477	74.3756097560976	2.6766666667
8477	73.8756097560976	2.6533333333
8478	76.7341463414634	1.99
8478	76.7878048780488	1.96
8478	77.3341463414634	1.95
8478	78.0853658536585	1.92
8478	77.890243902439	1.94
8480	71.8446341463415	2.8605
8482	57.3519512195122	4.671
8482	57.6308536585366	4.654
8482	57.9062926829268	4.631
8482	58.189512195122	4.599
8482	58.4848780487805	4.557
8483	66.0185365853659	4.006
8483	66.1806341463415	3.962
8483	66.339756097561	3.923
8483	66.4953902439025	3.888
8483	66.6480243902439	3.852
8484	67.5150243902439	4.688
8484	67.9542682926829	4.677
8484	68.3705365853659	4.661
8484	68.7648048780488	4.638
8484	69.1370487804878	4.607
8485	76.3951219512195	1.71
8485	76.7463414634146	1.696
8485	77.0487804878049	1.635
8485	77.4	1.494
8485	77.5512195121951	1.475
8486	59.6959512195122	5.197
8486	60.2965853658537	5.077
8486	60.9086097560976	4.968
8486	61.5436341463415	4.872
8486	62.1908780487805	4.789
8487	72.2611707317073	1.862
8487	72.2539268292683	1.821
8487	72.2792926829268	1.785
8487	72.3302926829268	1.755
8487	72.4094634146341	1.73
8488	51.2641707317073	6.384
8488	52.314756097561	6.627
8488	53.3393902439025	6.832
8488	54.334512195122	6.986
8488	55.2896585365854	7.079
8489	70.1192682926829	4.447
8489	70.238512195122	4.391
8489	70.3636829268293	4.34
8489	70.4928536585366	4.3
8489	70.6250731707317	4.27
8491	65.4593414634146	4.716
8491	65.8994878048781	4.667
8491	66.3300975609756	4.616
8491	66.7511951219512	4.562
8491	67.1598292682927	4.507
8492	69.4316829268293	2.666
8492	69.9898536585366	2.473
8492	70.5063170731707	2.302
8492	71.0015609756098	2.162
8492	71.4826097560976	2.055
8493	71.8702926829268	2.604
8493	72.2410731707317	2.54
8493	72.6960731707317	2.478
8493	73.1978048780488	2.409
8493	73.7218292682927	2.33
8495	68.6204634146342	2.053
8495	69.0294390243903	1.938
8495	69.4916341463415	1.838
8495	69.9855365853659	1.762
8495	70.4924878048781	1.712
8496	76.7156097560976	1.4
8496	76.9836585365854	1.42
8496	77.3875609756098	1.36
8496	77.5731707317073	1.37
8496	77.7756097560976	1.34
8497	64.5758292682927	2.29
8497	64.994	2.06
8497	65.4623902439024	2.07
8497	65.9233658536585	2
8497	66.3554878048781	2.07
8498	68.4609756097561	1.386
8498	68.6121951219512	1.31
8498	68.4609756097561	1.23
8498	68.4073170731707	1.27
8498	67.9073170731707	1.31
8499	76.8407317073171	1.57
8499	77.1873170731707	1.55
8499	77.3707317073171	1.6
8499	77.4731707317073	1.6
8499	77.619512195122	1.62
8500	68.0681951219512	1.524
8500	69.7141951219512	1.518
8500	71.3479512195122	1.508
8500	72.7164878048781	1.487
8500	73.714	1.454
8501	71.0534146341464	1.23
8501	70.8973170731707	1.24
8501	70.3512195121951	1.09
8501	71.0609756097561	1.11
8501	71.4121951219512	1.23
8502	76.4373414634146	1.43
8502	76.6299024390244	1.42
8502	76.8315365853659	1.411
8502	77.0472195121951	1.405
8502	77.2779268292683	1.402
8503	72.0843902439024	1.58
8503	72.3653658536585	1.67
8503	72.4951219512195	1.69
8503	72.3170731707317	1.45
8503	72.6419512195122	1.38
8504	77.2623170731707	2.124
8504	77.405756097561	2.035
8504	77.5471707317073	1.945
8504	77.6860975609756	1.86
8504	77.823512195122	1.781
8505	73.0748780487805	1.278
8505	73.7146341463415	1.185
8505	73.8248780487805	1.17
8505	74.5146341463415	1.16
8505	74.6682926829268	1.13
8506	75.2126829268293	1.807
8506	75.5914634146342	1.747
8506	75.9451219512195	1.752
8506	76.1390243902439	1.72
8506	76.3414634146341	1.73
8507	67.5439024390244	1.32
8507	69.6121951219512	1.335
8507	69.809756097561	1.24
8507	69.3585365853659	1.28
